interviewID,socialclass,age3g,opportunities,morescience_lowfaith,right_wrong,science_not_important,better_of_ worse_of,partyvotefor,sex
840072808,4,1,-2,7,4,3,7,-2,1
840072809,2,3,7,8,6,4,7,840001,1
840072810,3,2,9,4,5,6,8,840005,2
840072811,2,1,10,4,8,2,8,840002,1
840072812,3,2,8,6,6,6,8,840002,2
840072813,4,3,6,8,6,3,8,-2,2
840072814,2,1,7,8,6,4,8,840001,2
840072815,3,3,9,9,7,4,8,840001,1
840072816,3,1,9,3,1,1,8,840002,1
840072817,3,2,7,2,4,2,8,840006,1
840072818,3,2,9,6,5,6,8,840002,1
840072819,2,3,8,5,3,1,8,840005,1
840072820,3,3,7,4,1,6,8,840005,2
840072821,2,3,5,2,2,1,8,840002,1
840072822,2,2,8,1,1,1,8,840002,1
840072823,2,2,10,1,1,1,8,840002,1
840072824,2,3,8,10,8,8,8,840001,1
840072825,2,3,7,10,1,1,8,840002,1
840072826,2,2,4,1,2,1,8,840002,1
840072827,3,3,10,3,1,1,8,840002,1
840072828,5,3,9,5,4,3,8,840002,2
840072829,3,2,8,2,1,1,8,840005,2
840072830,2,2,5,1,1,1,8,840002,1
840072831,3,3,2,7,7,5,8,840001,1
840072832,2,3,10,5,5,3,8,840002,1
840072833,2,3,7,7,8,7,8,840001,1
840072834,2,3,4,5,7,3,8,840001,2
840072835,2,3,7,1,1,1,8,840002,1
840072836,3,2,7,1,4,2,8,840002,1
840072837,3,3,8,2,1,1,8,840002,1
840072838,3,3,8,3,3,7,8,840004,1
840072839,3,3,5,9,5,2,8,840005,1
840072840,2,3,6,7,3,7,8,840001,1
840072841,4,2,7,6,3,5,8,840001,2
840072842,2,3,7,1,5,3,8,840002,1
840072843,2,1,9,4,3,3,8,840001,1
840072844,3,3,8,3,3,3,8,840001,2
840072845,2,3,8,3,1,1,8,840002,1
840072846,2,2,8,3,2,2,8,840002,1
840072847,4,3,4,1,1,1,8,840002,1
840072848,3,3,8,1,4,3,8,840005,1
840072849,3,2,5,8,8,3,8,840004,1
840072850,3,3,6,2,2,1,8,840002,1
840072851,3,2,7,1,1,1,8,840005,2
840072852,4,2,5,4,6,3,8,-2,2
840072853,3,2,7,5,2,2,8,840005,1
840072854,2,2,7,3,7,8,8,840001,1
840072855,3,2,6,1,1,1,8,840002,1
840072856,4,3,10,9,8,8,8,840005,2
840072857,4,1,4,1,1,1,8,840002,1
840072858,2,3,7,5,5,6,8,840002,2
840072859,2,2,4,1,1,2,8,840002,1
840072860,1,3,6,2,3,2,8,840004,1
840072861,2,3,8,4,5,2,8,840006,2
840072862,4,2,10,7,6,1,8,840002,1
840072863,2,1,9,3,1,1,8,840002,1
840072864,2,1,4,2,5,1,8,840001,1
840072865,2,3,9,8,2,2,8,840001,1
840072866,4,1,8,10,3,2,8,840001,2
840072867,2,3,10,9,2,6,8,840001,1
840072868,3,1,7,3,1,1,8,840005,2
840072869,2,2,7,2,5,7,8,840004,1
840072870,4,2,8,6,6,7,8,840001,2
840072871,4,3,8,6,6,6,8,840002,1
840072872,2,1,10,1,2,2,8,840002,1
840072873,3,2,8,4,4,7,8,840001,2
840072874,2,3,8,6,7,3,8,840001,1
840072875,2,1,7,1,3,7,8,840002,1
840072876,2,1,9,2,3,2,8,840002,2
840072877,2,1,8,1,1,1,8,840002,2
840072878,3,3,8,2,2,3,8,840002,1
840072879,2,1,8,3,6,2,8,840005,1
840072880,3,2,7,4,7,6,8,840002,2
840072881,2,2,7,9,5,1,8,840001,1
840072882,2,2,6,2,2,1,8,840002,2
840072883,2,3,7,4,2,4,8,840005,1
840072884,2,2,10,7,7,7,8,840001,2
840072885,3,3,7,3,1,4,8,840001,1
840072886,2,3,5,5,5,8,8,840001,1
840072887,2,2,9,2,2,6,8,840001,1
840072888,2,2,5,5,1,5,8,840001,1
840072889,3,1,7,7,9,3,8,840002,2
840072890,3,2,5,3,2,1,8,840001,2
840072891,3,3,5,2,7,2,8,840002,1
840072892,3,3,8,3,5,3,8,840002,1
840072893,2,1,9,1,2,1,8,840005,1
840072894,5,3,7,10,10,10,8,840001,1
840072895,2,3,8,10,1,6,8,840002,1
840072896,4,3,7,8,3,4,8,840001,1
840072897,2,3,8,3,-2,6,8,840001,1
840072898,2,1,8,5,3,3,8,840002,1
840072899,2,1,6,6,3,3,8,840001,2
840072900,2,3,8,2,2,5,8,840002,1
840072901,3,2,7,1,1,1,8,840002,1
840072902,4,3,7,1,1,1,8,840002,1
840072903,3,1,5,5,4,3,8,840002,1
840072904,2,3,8,7,3,1,8,840002,1
840072905,2,3,5,3,1,2,8,840005,1
840072906,2,2,5,4,2,4,8,840002,2
840072907,5,3,6,7,8,9,8,840001,1
840072908,3,1,8,2,4,2,8,840002,1
840072909,3,1,6,5,9,3,8,840001,2
840072910,3,1,8,7,6,2,8,840001,2
840072911,3,1,1,5,1,1,8,840001,2
840072912,2,2,3,1,3,1,8,840002,2
840072913,3,3,8,3,9,8,8,840002,1
840072914,3,1,9,4,5,1,8,840002,1
840072915,2,2,8,4,4,4,8,840002,2
840072916,2,3,8,2,1,1,8,840002,1
840072917,2,3,8,2,1,3,8,840004,1
840072918,2,3,9,6,3,2,8,840001,1
840072919,3,2,9,7,2,2,8,840002,2
840072920,2,2,9,6,8,8,8,840002,1
840072921,2,3,9,5,5,3,8,840002,1
840072922,2,2,7,7,6,5,8,840001,1
840072923,2,3,8,3,3,3,8,840001,1
840072924,3,2,7,3,5,4,8,840002,1
840072925,3,3,9,4,5,4,8,840002,2
840072926,2,2,9,4,7,2,8,840005,1
840072927,2,3,4,8,2,2,8,840001,1
840072928,4,2,8,2,1,5,8,840002,1
840072929,2,2,8,1,3,1,8,840002,2
840072930,2,2,6,5,1,1,8,840001,2
840072931,3,2,8,8,3,3,8,840001,2
840072932,4,2,7,3,3,1,8,840002,1
840072933,2,3,8,1,1,1,8,840002,1
840072934,3,3,9,3,3,5,8,840002,1
840072935,3,3,7,2,2,2,8,840002,2
840072936,4,2,10,5,1,7,8,840001,2
840072937,2,3,7,5,2,2,8,840004,1
840072938,2,2,7,8,7,7,8,840002,2
840072939,4,3,5,9,5,9,8,840001,2
840072940,5,3,8,10,6,3,8,840001,2
840072941,3,1,9,2,3,1,8,840001,2
840072942,2,2,8,3,1,5,8,840001,2
840072943,4,3,5,4,4,2,8,840001,1
840072944,3,3,6,1,1,1,8,840002,1
840072945,2,3,8,4,1,3,8,840002,1
840072946,2,3,10,10,3,8,8,840001,1
840072947,4,3,8,4,6,-2,8,840001,1
840072948,2,2,8,4,2,3,8,840001,2
840072949,3,3,7,7,5,6,8,840001,2
840072950,2,3,9,6,5,3,8,840001,1
840072951,2,2,6,5,5,3,8,840001,1
840072952,2,3,8,3,3,1,8,840002,1
840072953,2,3,7,9,6,7,8,840001,2
840072954,4,3,5,6,5,5,8,840001,1
840072955,3,3,3,5,3,2,8,840002,1
840072956,2,3,5,10,8,9,8,840001,2
840072957,2,2,7,6,6,6,8,840001,2
840072958,3,3,7,2,2,1,8,840002,1
840072959,2,3,7,1,1,1,8,840001,1
840072960,3,2,5,7,7,6,8,840002,2
840072961,2,3,8,4,2,5,8,840001,1
840072962,3,3,9,7,1,4,8,840002,2
840072963,3,2,7,5,4,5,8,840001,1
840072964,3,3,8,5,5,2,8,840001,1
840072965,2,2,9,4,8,5,8,840002,2
840072966,3,2,5,-2,4,3,8,-2,2
840072967,2,3,5,4,10,3,8,840001,1
840072968,3,1,9,3,7,7,8,840001,1
840072969,2,3,7,1,1,1,8,840005,1
840072970,2,3,7,2,4,4,8,840001,1
840072971,4,2,7,3,3,3,8,840002,1
840072972,3,3,5,3,3,3,8,840002,1
840072973,2,3,9,6,7,5,8,840001,2
840072974,3,3,8,5,2,2,8,840005,1
840072975,2,3,-2,6,6,5,8,840002,1
840072976,2,2,9,9,1,1,8,840002,1
840072977,3,2,7,5,5,3,8,840001,1
840072978,2,3,9,5,5,4,8,840002,1
840072979,3,2,6,7,7,3,8,840001,1
840072980,2,3,7,3,3,7,8,840001,1
840072981,3,3,5,1,1,4,8,840002,1
840072982,3,2,6,2,8,3,8,840001,1
840072983,3,3,8,1,3,3,8,840002,1
840072984,2,1,7,1,1,1,8,840001,1
840072985,2,3,7,5,6,3,8,840001,1
840072986,2,3,10,10,8,5,8,840001,1
840072987,2,2,8,1,1,2,8,840002,2
840072988,2,3,8,4,2,1,8,840002,1
840072989,3,3,8,4,7,4,8,840001,1
840072990,2,3,9,4,5,2,8,840002,2
840072991,4,3,4,1,1,1,8,840002,1
840072992,3,2,5,3,4,3,8,840002,1
840072993,2,3,8,4,7,1,8,840001,1
840072994,2,3,8,3,3,3,8,840001,1
840072995,3,3,8,6,1,2,8,840001,2
840072996,2,3,8,4,1,1,8,840001,1
840072997,3,1,8,1,3,1,8,840002,2
840072998,2,3,6,9,4,10,8,840001,2
840072999,2,2,8,2,2,8,8,840002,1
840073000,3,3,6,8,4,8,8,840002,1
840073001,3,2,8,5,7,3,8,840002,2
840073002,3,3,7,4,6,3,8,840002,2
840073003,3,3,7,8,8,8,8,840004,2
840073004,4,3,10,1,1,1,8,840002,1
840073005,3,2,10,1,1,1,8,840002,2
840073006,4,2,9,8,10,5,8,840002,2
840073007,4,3,7,5,2,3,8,840001,1
840073008,4,3,7,10,5,3,8,840002,2
840073009,3,2,5,1,1,5,8,840001,1
840073010,4,3,8,7,2,3,8,840002,1
840073011,2,3,10,5,1,7,8,840002,2
840073012,2,3,3,3,1,3,8,840002,1
840073013,3,1,10,4,9,8,8,840002,2
840073014,3,2,7,7,6,3,8,840005,1
840073015,4,3,8,7,7,5,9,840001,1
840073016,2,3,8,2,5,5,9,840002,1
840073017,4,1,8,3,3,8,9,840001,2
840073018,2,3,10,1,1,1,9,840002,2
840073019,2,2,8,2,1,1,9,840004,2
840073020,3,1,7,5,6,4,9,840005,1
840073021,2,2,7,2,3,4,9,840002,1
840073022,3,3,8,7,6,6,9,840002,2
840073023,2,1,8,4,3,2,9,840002,1
840073024,3,3,8,2,3,8,9,840001,1
840073025,4,3,7,5,2,1,9,840001,1
840073026,2,3,9,9,2,1,9,840001,1
840073027,3,3,8,5,1,1,9,840002,1
840073028,2,3,10,9,6,2,9,840001,1
840073029,2,3,7,5,5,8,9,840001,1
840073030,5,3,10,5,2,2,9,840005,1
840073031,2,2,9,1,1,1,9,840002,1
840073032,4,3,5,10,6,4,9,840002,2
840073033,3,3,8,5,6,4,9,840001,1
840073034,4,3,10,2,7,5,9,840002,2
840073035,2,3,8,2,3,2,9,840001,1
840073036,3,3,9,3,3,3,9,840002,1
840073037,3,3,7,9,6,3,9,840001,1
840073038,2,2,4,1,1,1,9,840002,2
840073039,2,3,9,1,1,9,9,840006,1
840073040,2,2,9,1,1,1,9,840002,1
840073041,2,2,7,4,3,5,9,840001,1
840073042,2,3,9,3,2,2,9,840002,1
840073043,2,1,8,1,1,1,9,840002,2
840073044,2,2,10,1,2,5,9,840002,1
840073045,3,2,7,1,3,3,9,840002,1
840073046,3,2,8,1,1,1,9,840002,2
840073047,2,2,10,1,1,1,9,840002,1
840073048,2,2,10,1,1,1,9,840002,2
840073049,2,1,9,1,2,1,9,840001,2
840073050,4,3,5,7,1,1,9,840002,1
840073051,3,3,7,5,8,1,9,840001,1
840073052,5,3,7,3,1,2,9,840001,1
840073053,3,1,8,6,5,2,9,840001,1
840073054,3,1,10,1,1,1,9,840002,2
840073055,3,2,8,3,5,1,9,840004,1
840073056,2,1,8,1,1,1,9,840002,2
840073057,3,2,10,1,1,1,9,840002,1
840073058,2,3,10,9,2,9,9,840004,1
840073059,4,1,6,1,1,1,9,840004,1
840073060,3,3,9,6,2,2,9,840002,1
840073061,2,2,9,7,3,3,9,840002,2
840073062,3,1,7,4,1,1,9,840002,1
840073063,2,3,8,2,1,8,9,840001,1
840073064,2,3,7,6,3,3,9,840001,1
840073065,4,3,9,2,2,2,9,840002,2
840073066,4,3,8,2,1,10,9,840002,2
840073067,3,3,6,3,1,3,9,840002,2
840073068,3,3,9,6,8,6,9,840001,2
840073069,2,2,4,1,1,1,9,840002,1
840073070,3,3,10,10,8,8,9,840002,1
840073071,3,3,5,5,4,4,9,840001,1
840073072,2,1,8,4,2,3,9,840001,2
840073073,2,1,8,1,6,3,9,840004,1
840073074,3,2,3,9,2,2,9,840002,2
840073075,2,3,9,5,2,2,9,840002,1
840073076,3,3,8,7,6,8,9,840001,1
840073077,3,1,8,4,1,3,9,840002,2
840073078,2,3,6,2,3,2,9,840002,1
840073079,2,2,8,3,3,5,9,840005,1
840073080,3,2,8,3,2,3,9,840001,1
840073081,2,1,8,2,2,1,9,840002,1
840073082,3,2,9,1,2,1,9,840002,2
840073083,2,1,7,3,4,5,9,840002,1
840073084,2,2,8,3,6,3,9,840001,1
840073085,3,3,8,3,1,1,9,840001,1
840073086,2,1,9,4,3,3,9,840002,1
840073087,3,2,9,2,2,9,9,840002,2
840073088,3,1,9,1,3,2,9,840002,2
840073089,3,3,7,8,7,2,9,840001,1
840073090,2,2,7,7,4,1,9,840004,1
840073091,2,3,9,4,3,3,9,840002,1
840073092,2,2,8,3,3,1,9,840002,2
840073093,2,1,5,1,1,1,9,840002,2
840073094,2,1,8,2,6,2,9,840002,1
840073095,2,2,9,1,1,2,9,840002,2
840073096,2,3,8,8,3,2,9,840005,1
840073097,3,1,5,7,3,2,9,840001,2
840073098,2,2,7,1,1,1,9,840004,1
840073099,3,3,6,5,1,9,9,840002,1
840073100,2,2,8,1,1,1,9,840002,2
840073101,2,3,9,3,3,8,9,840002,1
840073102,2,2,9,1,2,7,9,840002,1
840073103,3,3,9,3,3,9,9,840004,1
840073104,2,3,6,3,2,2,9,840002,1
840073105,4,3,6,2,1,1,9,840006,1
840073106,3,2,9,9,6,3,9,840001,1
840073107,2,3,9,9,3,1,9,840002,2
840073108,4,3,10,1,1,1,9,840002,1
840073109,2,1,8,7,5,2,9,840002,2
840073110,2,3,8,9,8,3,9,840001,2
840073111,4,3,7,6,7,7,9,840001,1
840073112,3,2,8,1,2,1,9,840002,2
840073113,3,2,6,7,7,1,9,840004,1
840073114,4,3,4,9,10,1,9,840001,1
840073115,3,3,5,2,2,6,9,840002,2
840073116,2,2,7,2,3,1,9,840002,2
840073117,3,3,8,1,1,1,9,840002,1
840073118,2,1,7,1,2,3,9,840002,1
840073119,2,2,5,1,10,7,9,840002,2
840073120,2,3,9,2,2,9,9,840001,1
840073121,3,2,8,2,3,1,9,840002,1
840073122,2,2,9,5,4,2,9,840001,2
840073123,2,2,8,8,6,1,9,840001,1
840073124,2,3,9,8,3,3,9,840002,1
840073125,4,3,8,6,1,2,9,840002,1
840073126,2,3,3,3,1,1,9,840002,1
840073127,3,3,6,1,1,3,9,840005,1
840073128,4,3,9,2,2,1,9,840002,1
840073129,2,3,7,2,1,3,9,840001,1
840073130,2,3,5,2,1,3,9,840001,1
840073131,2,2,7,1,1,1,9,840002,1
840073132,4,2,9,2,2,2,9,840001,2
840073133,2,3,9,1,1,1,9,840005,2
840073134,3,3,4,5,1,3,9,840001,1
840073135,3,3,9,2,2,1,9,840002,1
840073136,4,3,6,5,5,3,9,840001,1
840073137,2,2,9,3,1,1,9,840002,1
840073138,2,3,9,1,1,1,9,840002,1
840073139,3,3,10,2,1,1,9,840002,1
840073140,2,1,8,1,1,3,9,840002,1
840073141,3,2,5,5,4,7,9,840002,2
840073142,2,2,9,5,-2,8,9,840001,1
840073143,2,2,7,8,3,2,9,840001,1
840073144,4,3,9,1,1,1,9,840001,1
840073145,2,3,10,4,1,3,9,840001,1
840073146,2,1,6,5,6,5,9,840001,1
840073147,1,2,8,3,5,4,9,840001,1
840073148,3,3,5,5,5,1,9,840001,1
840073149,3,3,9,4,2,2,9,840001,1
840073150,3,3,8,10,3,2,9,-2,2
840073151,2,3,6,3,6,4,9,840001,1
840073152,3,2,8,8,5,3,9,840004,2
840073153,3,1,8,2,2,10,9,-2,2
840073154,2,3,5,1,1,1,9,840002,1
840073155,3,1,8,1,1,1,9,840002,2
840073156,1,2,10,5,3,2,9,840004,1
840073157,4,3,9,2,2,6,9,840005,2
840073158,3,2,8,2,1,1,9,840002,2
840073159,3,1,10,4,5,1,9,840001,1
840073160,3,2,8,8,1,1,9,840002,1
840073161,2,1,9,1,4,3,9,840002,1
840073162,5,1,10,10,1,5,9,840002,1
840073163,3,3,10,2,1,3,9,840006,1
840073164,2,3,10,10,7,8,9,840002,2
840073165,2,3,7,3,1,1,9,840002,2
840073166,4,2,8,1,1,1,9,840005,2
840073167,2,3,9,3,9,9,10,840001,1
840073168,1,3,10,4,1,3,10,840001,1
840073169,1,3,9,1,1,1,10,840002,1
840073170,3,1,9,1,1,1,10,840002,1
840073171,3,2,5,1,1,3,10,840002,2
840073172,3,2,7,8,1,10,10,840001,1
840073173,2,1,10,9,10,10,10,840002,2
840073174,3,1,7,1,1,1,10,840002,1
840073175,3,1,9,3,1,6,10,840002,2
840073176,4,2,10,5,1,3,10,840001,1
840073177,2,2,9,1,1,1,10,840002,1
840073178,2,3,10,1,1,1,10,840002,1
840073179,2,3,6,1,6,10,10,840002,1
840073180,5,2,10,2,1,3,10,840002,2
840073181,2,3,10,7,6,4,10,840001,1
840073182,3,3,9,1,1,1,10,840002,1
840073183,2,3,10,1,1,3,10,840002,1
840073184,3,3,9,1,1,2,10,840002,1
840073185,2,3,8,1,2,2,10,840002,1
840073186,2,3,9,1,1,2,10,840002,1
840073187,3,2,10,9,1,8,10,840002,2
840073188,2,3,8,8,1,3,10,840001,1
840073189,3,3,10,1,5,4,10,840002,2
840073190,3,3,10,1,10,10,10,840002,1
840073191,2,2,6,1,1,1,10,840002,1
840073192,3,2,8,1,1,1,10,840002,2
840073193,2,3,4,7,4,3,10,840001,1
840073194,4,2,10,1,1,1,10,840005,1
840073195,3,2,9,1,1,1,10,840002,1
840073196,2,3,7,5,3,7,10,840004,1
840073197,4,1,10,1,1,1,10,840002,2
840073198,2,3,10,10,5,1,10,840001,1
840073199,2,1,7,3,1,8,10,840002,2
840073200,1,1,10,10,10,10,10,840002,1
840073201,1,3,10,1,1,4,10,840002,2
840073202,2,3,10,1,1,1,10,840002,1
840073203,3,3,10,1,1,1,10,840002,1
840073204,3,1,8,2,4,1,10,840006,1
840073205,3,1,7,1,1,1,10,840002,1
840073206,2,3,10,1,1,10,10,840002,1
840073207,3,1,10,4,1,1,10,840004,2
840073208,3,1,5,1,1,1,10,840002,1
840073209,2,3,8,3,1,1,10,840002,1
840073210,2,3,6,1,1,2,10,840002,1
840073211,2,3,10,7,4,2,10,840001,1
840073212,2,1,9,2,2,2,10,840001,2
840073213,4,1,10,1,1,1,10,840001,1
840073214,2,2,10,1,1,1,10,840002,1
840073215,2,2,10,1,1,1,10,840001,1
840073216,2,2,10,10,1,1,10,840004,1
840073217,3,3,10,1,1,1,10,840001,1
840073218,2,3,4,1,1,1,10,840002,1
840073219,4,2,10,1,1,1,10,840002,1
840073220,4,2,10,1,1,1,10,840002,1
840073221,2,2,10,10,1,1,10,840001,2
840073222,4,1,-2,1,1,1,10,840002,1
840073223,4,3,8,3,3,5,10,840002,1
840073224,2,3,1,3,1,1,10,840002,1
840073225,2,3,1,10,10,6,10,840005,1
840073226,4,2,10,3,5,1,10,840001,2
840073227,1,2,7,2,7,2,10,840001,1
840073228,2,1,10,1,1,1,10,840002,2
840073229,4,2,5,1,1,1,10,840002,2
840073230,2,1,10,1,1,1,10,840002,1
840073231,2,2,10,1,1,1,10,840002,1
840073232,3,2,8,1,2,1,10,840004,1
840073233,2,2,10,1,1,1,10,840002,1
840073234,3,3,7,3,1,1,10,840001,1
840073235,2,3,6,3,1,1,10,840002,1
840073236,2,1,10,1,3,1,10,840004,1
840073237,4,1,10,1,1,1,10,840002,2
840073238,3,1,10,1,1,10,10,840002,1
840073239,2,2,7,4,3,8,10,840004,1
840073240,3,3,1,1,3,3,10,840002,1
840073241,2,3,4,5,7,4,10,840001,1
840073242,4,2,1,10,3,1,10,840005,1
840073243,4,2,10,1,1,1,10,840002,2
840073244,2,2,1,3,1,8,10,840004,1
840073245,3,2,9,1,1,1,10,840002,1
840073246,5,1,10,1,1,1,10,840002,2
840073247,2,2,8,1,1,10,10,840001,1
840073248,2,3,7,7,1,1,10,840001,1
840073249,2,1,3,1,1,7,10,840005,1
840073250,3,1,10,10,10,1,10,840002,2
840073251,3,3,10,2,1,1,10,840002,2
840073252,2,3,10,5,1,1,10,-2,1
840073253,2,2,8,1,2,3,10,840001,1
840073254,1,2,10,1,1,3,10,840001,1
840073255,2,3,4,3,6,3,10,840001,1
840073256,2,2,10,1,1,1,10,840002,1
840073257,5,1,10,2,2,1,10,840006,1
840073258,2,1,10,10,10,10,10,840002,1
840073259,4,3,9,1,2,1,10,840002,1
840073260,3,2,8,3,3,1,10,840002,1
840073261,2,2,10,1,1,1,10,840001,2
840073262,2,2,10,10,1,1,10,840002,2
840073263,2,3,10,1,1,1,10,840002,1
840073264,3,3,8,3,6,1,10,840001,1
840073265,3,2,7,7,4,1,10,840002,1
840073266,4,3,1,5,10,10,10,840001,1
840073267,4,2,9,1,2,2,10,840002,1
840073268,3,3,10,1,1,3,10,840002,1
840073269,3,1,10,5,3,3,10,840002,1
840073270,2,3,3,1,1,1,10,840001,1
840073271,2,3,8,4,1,1,10,840001,1
840073272,3,1,10,1,1,10,10,840002,2
840073273,2,2,10,1,2,7,10,840001,2
840073274,3,3,3,1,1,1,10,840002,1
840073275,2,1,8,4,5,3,10,840001,2
840073276,4,1,10,1,1,1,10,840002,1
840073277,2,2,9,1,5,2,10,840002,2
840073278,4,2,10,1,3,1,10,840004,1
840073279,2,2,10,1,1,1,10,840002,1
840073280,3,2,10,9,2,1,10,840002,2
840073281,4,1,10,1,1,1,10,840002,2
840073282,2,2,10,1,8,10,10,840002,2
840073283,4,1,8,5,2,3,10,840002,2
840073284,3,1,8,1,1,1,10,840002,1
840073285,4,1,10,1,1,1,10,840004,2
840073286,2,1,7,2,3,2,10,840002,1
840073287,2,3,10,1,1,1,10,840002,1
840073288,2,2,10,2,1,6,10,840002,1
840073289,2,2,10,1,2,1,10,840001,2
840073290,2,2,7,7,5,1,10,840005,1
840073291,2,1,6,3,9,1,10,840001,1
840073292,3,2,5,1,1,6,10,840002,2
840073293,2,1,8,1,2,1,10,840002,2
840073294,4,3,10,10,1,1,10,840005,1
840073295,2,3,9,1,1,2,10,840002,1
840073296,2,2,5,3,2,2,10,840002,1
840073297,4,2,10,10,7,1,10,840001,2
840073298,2,3,9,4,2,10,10,840001,1
840073299,4,3,10,10,1,10,10,840001,1
840073300,4,3,10,1,1,1,10,840002,1
840073301,2,2,9,9,1,1,10,840002,1
840073302,2,2,5,1,1,1,10,840004,1
840073303,3,1,7,4,1,1,10,840002,1
840073304,3,2,10,3,4,1,10,840001,1
840073305,5,2,10,1,1,1,10,840001,1
840073306,2,3,10,2,1,2,10,840001,1
840073307,3,3,10,6,1,1,10,840001,1
840073308,3,3,10,1,1,10,10,840002,2
840073309,4,3,10,4,1,5,10,840005,2
840073310,2,1,10,1,1,1,10,840002,1
840073311,2,2,8,1,2,7,10,840001,1
840073312,2,2,10,1,1,3,10,840004,1
840073313,3,2,10,1,2,1,10,840002,1
840073314,2,1,10,1,1,5,10,840002,1
840073315,2,3,10,1,1,1,10,840001,1
840073316,2,3,7,6,2,2,10,840004,1
840073317,3,3,8,1,1,2,10,840002,1
840073318,4,3,7,1,10,1,10,840001,1
840073319,2,3,10,1,1,1,10,840002,1
840073320,2,3,9,1,1,10,10,840002,2
840073321,2,3,10,1,1,1,10,840002,1
840073322,3,1,10,1,1,1,10,840002,2
840073323,2,2,1,5,3,1,10,840001,1
840073324,3,2,9,2,1,4,10,840002,1
840073325,3,3,10,10,8,3,10,840004,1
840073326,2,1,9,1,2,2,10,840004,1
840073327,3,2,8,2,6,1,10,840002,2
840073328,4,3,8,5,1,1,10,840004,1
840073329,3,3,10,3,1,1,10,840001,2
840073330,-2,2,8,1,3,1,10,840002,2
840073331,4,3,8,1,1,1,10,840002,1
840073332,3,2,10,3,3,10,10,840001,1
840073333,4,2,6,5,1,1,10,840002,1
840073334,3,2,10,1,1,10,10,840002,1
840073335,2,3,8,2,2,1,10,840002,1
840073336,2,3,8,1,2,1,10,840002,1
840073337,2,1,10,2,1,10,10,840002,2
840073338,2,2,10,2,1,1,10,-2,2
840073339,3,1,10,1,1,1,10,840002,1
840073340,3,2,10,1,1,1,10,840002,2
840073341,3,2,10,2,3,4,10,840002,1
840073342,3,2,10,1,1,10,10,840002,2
840073343,2,2,10,1,1,1,10,840002,1
840073344,3,3,9,1,1,3,10,840002,1
840073345,3,2,9,8,5,9,10,840001,1
840073346,2,1,10,5,7,3,10,840002,1
840073347,2,3,10,7,2,1,10,840001,1
840073348,2,2,9,5,2,1,10,840002,2
840073349,2,2,6,2,3,1,10,840005,2
840073350,2,3,1,5,5,1,10,840001,1
840073351,2,2,10,2,1,1,10,840002,1
840073352,2,3,5,5,1,1,10,840001,2
840073353,5,2,10,10,10,10,10,840001,1
840073354,2,3,9,2,1,1,10,840002,1
840073355,2,3,9,1,1,1,10,840002,1
840073356,3,3,4,1,10,1,10,840001,2
840073357,2,3,-2,1,1,1,10,840002,1
840073358,3,3,10,8,4,4,10,840002,2
840073359,3,2,10,1,1,10,10,840002,2
840073360,3,2,10,1,1,1,10,840002,2
840073361,4,2,5,1,3,4,10,840001,1
840073362,3,2,10,1,1,1,10,840001,2
840073363,2,2,6,1,1,10,10,840002,1
840073364,2,1,10,10,5,7,10,840001,2
840073365,3,1,1,9,2,1,10,840002,2
840073366,4,3,10,1,1,1,10,840005,1
840073367,2,3,9,2,1,1,10,840004,1
840073368,4,3,7,1,1,1,10,840005,1
840073369,4,2,10,6,1,1,10,840004,1
840073370,2,3,10,1,1,1,10,840002,1
840073371,3,2,3,1,1,7,10,840002,1
840073372,2,1,10,1,1,4,10,840002,2
840073373,3,3,10,1,1,7,10,840002,2
840073374,3,1,6,5,7,2,10,840004,1
840073375,2,3,10,1,1,1,10,840006,1
840073376,3,1,10,1,1,1,10,840005,2
840073377,3,1,10,6,4,3,10,840004,2
840073378,2,3,10,1,1,1,10,840002,1
840073379,2,2,8,1,1,1,10,840002,1
840073380,2,3,7,6,5,4,10,840001,1
840073381,2,3,10,2,1,3,10,840002,1
840073382,2,3,5,1,1,1,10,840005,1
840073383,1,1,10,10,10,10,10,840002,1
840073384,3,3,10,1,1,1,10,840002,1
840073385,5,3,10,5,10,10,10,840001,1
840073386,2,3,10,5,1,5,10,840004,1
840073387,2,2,6,2,1,2,10,840002,1
840073388,3,2,10,1,1,1,10,840002,2
840073389,5,1,10,1,1,1,10,840002,1
840073390,3,2,10,1,1,1,10,840005,1
840073391,3,2,10,1,1,1,10,840002,1
840073392,4,3,10,5,8,7,10,840005,1
840073393,2,3,10,1,1,10,10,840005,1
840073394,3,2,10,3,1,2,10,840001,1
840073395,2,3,10,1,1,1,10,840002,1
840073396,3,3,7,2,1,1,10,840002,1
840073397,3,2,10,1,1,1,10,840002,1
840073398,3,3,9,7,3,3,10,840001,1
840073399,2,3,9,9,8,2,10,840001,1
840073400,3,2,8,1,3,1,10,840002,1
840073401,5,3,3,1,1,1,10,840005,1
840073402,2,2,7,3,1,1,10,840002,2
840073403,3,2,5,5,3,1,10,840004,1
840073404,2,2,5,1,1,3,10,840002,1
840073405,2,3,10,1,1,2,10,840002,1
840073406,3,3,10,1,1,1,10,840002,2
840073407,3,2,8,1,1,1,10,840002,1
840073408,3,3,8,1,1,1,10,840002,1
840073409,3,2,10,1,1,1,10,840002,2
840073410,2,3,10,4,1,1,10,840001,1
840073411,3,2,10,1,1,1,10,840002,2
840073412,3,3,2,7,3,3,10,840002,1
